,Key,Item Type,Publication Year,Author,Title,Publication Title,ISSN,DOI,Url,Abstract Note,Date,Pages,Num Pages,Issue,Volume,Series,Publisher,Place,Language,Type,Archive,Library Catalog,Extra,Manual Tags,Number
2546,9P4H62SB,journalArticle,1923,"Hoagland, D. R.; Davis, A. R.","Further experiments on the absorption of ions by plants, including observations on the effect of light",Journal of General Physiology,,,,,1923,47–62,,1,6,,,,English,,WB 01154,,,,
2547,MZC7VV5Z,journalArticle,1928,"Herbert, D. A.",The sun and plant distribution,Queensland Naturalist,,,,,1928,58–66,,,6,,,,English,,WB 01152,,,,
2548,RDNRRFGT,journalArticle,1950,"Hemphill, D. D.; Murneek, A. E.",Light and tomato yields,Proceedings of the American Society for Horticultural Science,,,,,1950,346–350,,,55,,,,English,,WB 01150,,,,
2549,BRW39Z5U,report,1937,"Heinicke, A. J.; Childers, N. F.","The daily rate of photosynthesis, during the growing season of 1935, of a young apple tree of bearing age",,,,,,1937,52,,,,,,,English,Memoirs of the Cornell University Agricultural Experiment Station,WB 01149,,,,201
2550,6YD2W9GJ,journalArticle,1922,"Hearn, G. D.",Relation of sunlight to plant development,Monthly Weather Review,"0027-0644, 1520-0493",10.1175/1520-0493(1922)50<423:ROSTPD>2.0.CO;2,http://journals.ametsoc.org/doi/abs/10.1175/1520-0493%281922%2950%3C423%3AROSTPD%3E2.0.CO%3B2,,1922,423-424,,8,50,,,,English,,WB 01148,Crossref,,,
2551,KH3ZCI4X,journalArticle,1946,"Haurwitz, B.",Insolation in relation to cloud type,Journal of Meteorology,"0095-9634, 0095-9634",10.1175/1520-0469(1946)003<0123:IIRTCT>2.0.CO;2,http://journals.ametsoc.org/doi/abs/10.1175/1520-0469%281946%29003%3C0123%3AIIRTCT%3E2.0.CO%3B2,,1946,123-124,,4,3,,,,English,,WB 01146,Crossref,,,
2552,SAGDG8P7,journalArticle,1948,"Haurwitz, B.",Insolation in relation to cloud type,Journal of Meteorology,"0095-9634, 0095-9634",10.1175/1520-0469(1948)005<0110:IIRTCT>2.0.CO;2,http://journals.ametsoc.org/doi/abs/10.1175/1520-0469%281948%29005%3C0110%3AIIRTCT%3E2.0.CO%3B2,,1948,110-113,,3,5,,,,English,,WB 01147,Crossref,,,
2553,KTH7AA2D,journalArticle,1945,"Haurwitz, B.",Insolation in relation to cloudiness and cloud density,Journal of Meteorology,"0095-9634, 0095-9634",10.1175/1520-0469(1945)002<0154:IIRTCA>2.0.CO;2,http://journals.ametsoc.org/doi/abs/10.1175/1520-0469%281945%29002%3C0154%3AIIRTCA%3E2.0.CO%3B2,,1945,154-166,,3,2,,,,English,,WB 01145,Crossref,,,
2554,NXKU6UZN,journalArticle,1914,"Hasselbring, H.",The effect of shading on the transpiration and assimilation of the tobacco plant in Cuba,Botanical Gazette,,,,,1914,257–286,,4,57,,,,English,,Wb 01144,,,,
2555,EW2UHWGT,journalArticle,1917,"Harvey, R. B.; True, R. H.",The Influence of Light and Chlorophyll Formation on the Minimum Toxic Concentration of Magnesium Nitrate for the Squash,American Journal of Botany,00029122,10.2307/2434972,http://doi.wiley.com/10.1002/j.1537-2197.1917.tb05463.x,,1917,407–410,,7,4,,,,English,,WB 01143,Crossref,,,
2556,JZKXD8AA,journalArticle,1908,"Harshberger, J. W.",The directive influence of light on the growth of forest plants,Proceedings of the Academy of Natural Sciences of Philadelphia,,,,,1908,449–451,,,60,,,,English,,WB 01141,,,,
2557,XV83T744,journalArticle,1926,"Harrington, J. B.",Growing wheat and barley hybrids in winter by means of artificial light,Scientific Agriculture,,,,,1926,125–130,,,7,,,,English,,WB 01140,,,,
2558,AUFN4ZQ7,journalArticle,1937,"Hand, I. F.",Review of United States Weather Bureau solar radiation investigations,Monthly Weather Review,"0027-0644, 1520-0493",10.1175/1520-0493(1937)65<415:ROUSWB>2.0.CO;2,http://journals.ametsoc.org/doi/abs/10.1175/1520-0493%281937%2965%3C415%3AROUSWB%3E2.0.CO%3B2,,1937,415-441,,12,65,,,,English,,WB 01138,Crossref,,,
2559,YDBQ4SC8,journalArticle,1928,"Halma, F. F.; Haas, A. R. C.",Effect of sunlight on sap concentration of citrus leaves,Botanical Gazette,,,,,1928,102–106,,1,86,,,,English,,WB 01135,,,,
2560,XN8WCL69,journalArticle,1926,"Gressle, C. A.",Light and the flowering and fruiting of plants,Florists' Exchange and Horticultural Trade World,,,,,1926,842–843,,10,61,,,,English,,WB 01134,,,,
2561,46JY4S9S,journalArticle,1919,"Gray, J.; Peirce, G. J.",The Influence of Light Upon the Action of Stomata and Its Relation to the Transpiration of Certain Grains,American Journal of Botany,00029122,10.2307/2435124,http://doi.wiley.com/10.1002/j.1537-2197.1919.tb05532.x,,1919,131,,4,6,,,,English,,WB 01133,Crossref,,,
2562,JNYCJ2BC,report,1921,"Gourley, J. H.; Nightingale, G. T.",The effects of shading some horticultural plants. A preliminary report,,,,,,1921,22,,,,,,,English,Technical Bulletin of the New Hampshire Agricultural Experiment Station,WB 01131,,,,18
2563,QIHIPEWH,journalArticle,1920,"Gourley, J. H.",The effect of shading some horticultural plants,Proceedings of the American Society for Horticultural Science,,,,,1920,256–260,,,17,,,,English,,WB 01130,,,,
2564,WS5UGXNV,journalArticle,1919,"Goodspeed, T. H.",Notes on the germination of tobacco seed. III. Note on the relation of light and darkness to germination,University of California publications in botany,,,,,1919,451–455,,16,5,,,,English,,WB 01127,,,,
2565,9YDH3J6Z,journalArticle,1901,"Goff, E. S.",Influence of light on the length of the hypocotyl in Indian corn,Science,"0036-8075, 1095-9203",10.1126/science.13.323.395,http://www.sciencemag.org/cgi/doi/10.1126/science.13.323.395,,1901,395-395,,323,13,New Series,,,English,,WB 01126,Crossref,,,
2566,BC7R3WUG,journalArticle,1925,"Gericke, W. F.",Effect of light on availability of iron to wheat plants in water cultures,Botanical Gazette,,,,,1925,106–108,,1,79,,,,English,,WB 01124,,,,
2567,G4XL7T5H,journalArticle,1921,"Gardner, W. A.",Effect of light on germination of light-sensitive seeds,Botanical Gazette,,,,,1921,249–288,,4,71,,,,English,,WB 01123,,,,
2568,6VH77EWA,journalArticle,1925,"Gane, R.","The carbohydrate content of detached, partially shaded leaves",Proceedings of the Leeds Philosophical and Literary Society. Scientific Section,,,,,1925,497–505,,10,1,,,,English,,WB 01122,,,,
2569,CJAHPFFQ,journalArticle,1950,"Galston, A. W.","Riboflavin, Light, and the Growth of Plants",Science,"0036-8075, 1095-9203",10.1126/science.111.2893.619,http://www.sciencemag.org/cgi/doi/10.1126/science.111.2893.619,,1950,619-624,,2893,111,New Series,,,English,,WB 01120,Crossref,,,
2570,2H6Z53VW,journalArticle,1949,"Fritz, S.",The albedo of the planet earth and of clouds,Journal of Meteorology,"0095-9634, 0095-9634",10.1175/1520-0469(1949)006<0277:TAOTPE>2.0.CO;2,http://journals.ametsoc.org/doi/abs/10.1175/1520-0469%281949%29006%3C0277%3ATAOTPE%3E2.0.CO%3B2,,1949-08,277-282,,4,6,,,,English,,WB 01117,Crossref,,,
2571,ZD3M5A73,journalArticle,1948,"Fritz, S.",The albedo of the ground and atmosphere,Bulletin of the American Meteorological Society,,,,,1948,303–312,,6,29,,,,English,,WB 01116,,,,
2572,YDMXDBLB,journalArticle,1918,"Drude, O.",Licht- und Wärmestrahlung als ökologische Standortsfaktoren [Light and heat radiation as ecological site factors],Flora oder Allgemeine Botanische Zeitung,03671615,10.1016/S0367-1615(17)32847-1,https://linkinghub.elsevier.com/retrieve/pii/S0367161517328471,,1918,227-267,,,111-112,,,,German,,WB 01108,Crossref,,,
2573,AZK25ZYJ,report,1945,"Dunlap, A. A.",Fruiting and shedding of cotton in relation to light and other limiting factors,,,,,,1945,104,,,,,,,English,Texas Agricultural Experiment Station Bulletin,WB 01111,,,,677
2574,7TPT4ID7,book,1919,"Douglass, A. E.",Climatic cycles and tree growth: a study of the annual rings of trees in relation to climate and solar activity,,,,,,1919,,,,,Publications of the Carnegie Institution of Washington,,,English,,WB 01104,,,,
2575,EPGEM9GR,journalArticle,1917,"Doi, T.",Über die Sonnen- und Schattenblätter einiger Bäume,"Journal of the College of Science, Imperial University of Tokyo",,,,,1917,37,,1,40,,,,German,,WB 01103,,,,
2576,22YJSYGP,journalArticle,1919,"De Beseiro, D. C.; Durand, M.",Influence de la lumière sur l'absorption des matières organizues du sol par les plantes [Influence of light on the absorption of organic matter from the soil by plants],Comptes rendus hebdomadaires des séances de l'Académie des sciences,,,,,1919,467–470,,,168,,,,French,,WB 01101,,,,
2577,CLJ8IFR2,journalArticle,1925,"Davy de Virville, A.",Action de la lumière sur les mousses [Action of light on mosses],Comptes rendus hebdomadaires des séances de l'Académie des sciences,,,,,1925,1959–1961,,,180,,,,French,,WB 01100,,,,
2578,8NEKFNEG,journalArticle,1919,"Daniel, L.",Recherches sur le développement comparé de la laitue au soleil et à l'ombre [Research on the comparative development of lettuce in sunlight and in shade],Comptes rendus hebdomadaires des séances de l'Académie des sciences,,,,,1919,694–697,,,168,,,,French,,WB 01098,,,,
2579,S2JUV43V,journalArticle,1920,"Crocker, W.",Light and growth,Botanical Gazette,,,,,1920,243–246,,3,70,,,,English,,WB 01097,,,,
2580,8MDTSNWA,report,1950,"Crabb, G. A., Jr.",Solar radiation investigations in Michigan,,,,,,1950,153,,,,,,,English,Technical Bulletin of the Michigan Agricultural Experiment Station,WB 01095,,,,222
2581,AE4QXQ2J,journalArticle,1925,"Combes, R.",La lumière exerce-t-elle une action directe  sur la décomposition de la chlorophylle des feuilles en automne? [Does light exert a direct influence on the decomposition of chlorophyll of leaves in autumn?],Comptes rendus hebdomadaires des séances de l'Académie des sciences,,,,,1925,120–130,,,181,,,,French,,WB 01094,,,,
2582,FTFJUEW7,journalArticle,1913,"Combes, R.",Influence de l'éclairement sur la formation des graines et sur leur pouvoir germinatif [The effect of lighting on the formation of seeds and their ability to germinate],Revue générale de botanique,,,,,1913,130–141,,,25,,,,French,,WB 01093,,,,
2583,9SSYFMEA,journalArticle,1949,"Coblentz, W. W.","Correlation of bioclimatic ultraviolet and total solar radiation in Washington, D. C. 1941–48",Bulletin of the American Meteorological Society,,,,,1949,204–207,,6,30,,,,English,,"WB 01091, + WB 01737",,,,
2584,MXP43E2P,journalArticle,1905,"Clark, V. A.",Light as a factor in plant culture. The problem stated and its methods of solution,Proceedings of the American Society for Horticultural Science,,,,,1905,24–32,,,2,,,,English,,WB 01089,,,,
2585,C35WPJ7A,journalArticle,1942,"Chandler, D. C.",Limnological Studies of Western Lake Erie: II. Light Penetration and Its Relation to Turbidity,Ecology,00129658,10.2307/1930871,http://doi.wiley.com/10.2307/1930871,,1942,41-52,,1,23,,,,English,,WB 01088,Crossref,,,
2586,T49WMG5J,journalArticle,1938,"Champion, D. L.",Night radiation in the spring of 1938,Meteorological Magazine,,,,,1938,302–303,,875,73,,,,English,,WB 01087,,,,
2587,RRKHPU5V,journalArticle,1934,"Carton, P.","Considerations on the action of light on plants, ecological factors ""intensity of light"" and ""length of day"", ""vernalisation"", particularly for tropical countries",Bulletin de la direction générale de l'instruction publique Indochine,,,,,1934,,,,,,,,French,,WB 01086,,,,
2588,Z5PBZ9MY,journalArticle,1925,"Caldwell, J. S.",Some effects of seasonal conditions upon the chemical composition of American grape juices,Journal of Agricultural Research,,,,,1925,1133–1176,,,30,,,,English,,WB 01085,,,,
2589,V3KTTSID,journalArticle,1926,"Busse, W.",Die Keimung des Tabaksamens in ihren Beziehungen zum Licht [Germination of tobacco seed in its relation to light],Zeitschrift für Botanik,,,,,1926,65–97,,,18,,,,German,,WB 01084,,,,
2590,4FBF7DGT,journalArticle,1948,"Burtch, L. M.; Thorne, D. W.; Wann, F. B.","The effect of light, soil temperature, and soil moisture on high-lime chlorosis",Proceedings of the Soil Science Society of America,,,,,1948,394–398,,,13,,,,English,,WB 01083,,,,
2591,JV76JXYR,journalArticle,1927,"Burns, G. P.",Light on the underbush,Vermont Botany and Bird Clubs Joint Bulletin,,,,,1927,30–32,,,12,,,,English,,WB 01082,,,,
2592,HWJVL8CE,report,1916,"Burns, G. P.",Studies in tolerance of New England forest trees. III. Discontinuous light in forests,,,,,,1916,23,,,,,,,English,Vermont Agricultural Experiment Station Bulletin,WB 01081,,,,193
2593,I3JREFTS,journalArticle,1936,"Burkholder, P. R.",The rôle of light in the life of plants II. The influence of light upon growth and differentiation,Botanical Review,"0006-8101, 1874-9372",10.1007/BF02872368,http://link.springer.com/10.1007/BF02872368,,1936,97-172,,3,2,,,,English,,WB 01080,Crossref,,,
2594,434ZQVQS,journalArticle,1943,"Brooks, F. A.; Berggren, W. P.",Analytical interpretation of density-currents of air chilled by nocturnal radiation,"Eos, Transactions, American Geophysical Union",,,,,1943,189–204,,1,24,,,,English,,WB 01076; + WB 02412,,,,
2595,5239QWIR,report,1941,"Brooks, F. A.",Observations of atmospheric radiation,,,,,,1941,23,,,,,Massachusetts Institute of Technology and Woods Hole Oceanographic Institute,,English,Papers in Physical Oceanography and Meteorology,WB 01073,,,,8 (2)
2596,5TQEBK87,journalArticle,1939,"Brocks, K.",Die räumliche Verteilung der Beleuchtungsstärke im Walde [Spatial distribution of illumination in forests],Zeitschrift für Forst und Jagdwesen,,,,,1939,47–53,,,71,,,,German,,WB 01072,,,,
2597,KMX24Z8G,journalArticle,1920,"Briggs, G. E.",Experimental researches on vegetable assimilation and respiration. XIII. – The development of photosynthetic activity during germination,Proceedings of the Royal Society,,,,,1920,249–268,,,91,Series B,,,English,,WB 01071,,,,
2598,XZILSMXG,journalArticle,1922,"Brauner, L.",Lichtkrümmung und Lichtwachstumsreaktion [Light curvature and light growth reaction],Zeitschrift für Botanik,,,,,1922,497–547,,,14,,,,German,,WB 01070,,,,
2599,QYVTEPZ8,report,1946,"Brandon, D.",Artificial illumination in horticulture,,,,,,1946,,,,,,British Electrical and Allied Industries Research Association,London,English,Technical Report W/T,WB 01069,,,,11
2600,68YCQZ77,journalArticle,1932,"Brackett, F. S.",Graphic correlation of radiation and biological data,Miscellaneous Publications of the Smithsonian Institute,,,,,1932,7,,8,87,,,,English,,WB 01068,,,,
2601,4NQ4GGJG,journalArticle,1918,"Boysen-Jensen, P.",Studies on the production of matter in light and shade plants,Botanisk Tidsskrift,,,,,1918,219–262,,,36,,,,,,WB 01067,,,,
2602,VVNY6F5L,journalArticle,1922,"Boresch, K.",Photokatalysen in Pflanzen [Photo-catalysts in plants],Naturwissenschaften,,,,,1922,505–512,,22,10,,,,German,,WB 01061,,,,
2603,M5TEILCH,journalArticle,1928,"Böhmer, K.",Die Bedeutung der Samenteile für die Lichtwirkung und die Wechselbeziehung von Licht und Sauerstoff bei der Keimung lichtempfindlicher Samen [The significance of seed parts to the effect of light and the correlation of light and oxygen with germination of light-sensitive seeds],Jahrbücher für wissenschaftliche Botanik,,,,,1928,549–601,,4,68,,,,German,,WB 01060,,,,
2604,QIGFCVJ3,journalArticle,1913,"Blake, M. A.",Factors which determine color and size of peaches,Proceedings of the American Society for Horticultural Science,,,,,1913,83–88,,,10,,,,English,,WB 01059,,,,
2605,9LSMUVI2,journalArticle,1915,"Blaauw, A. H.",Licht und Wachstum II,Zeitschrift für Botanik,,,,,1915,465–532,,,7,,,,German,,WB 01058,,,,
2606,TGQ3TQ8W,journalArticle,1914,"Blaauw, A. H.",Licht und Wachstum I,Zeitschrift für Botanik,,,,,1914,641–703,,,6,,,,German,,WB 01058,,,,
2607,5ERMA89T,journalArticle,1926,"Beyer, A.",Über die Lichtwachstumsreaktion apophototropischer Avenakoleoptilen. (Ein Beitrag zur Prüfung der Blaauwschen Theorie des Phototropismus.) [On the light growth reaction of apophototropical Avena coleoptiles. (A contribution to the proof of Blaauwachen's theory of phototropism)],Planta,"0032-0935, 1432-2048",10.1007/BF01916288,http://link.springer.com/10.1007/BF01916288,,1926,367-372,,2-3,2,,,,German,,WB 01057,Crossref,,,
2608,9ZMK68GV,journalArticle,1929,"Bewley, W. F.",The influence of bright sunshine upon the tomato under glass,Annals of Applied Biology,,,,,1929,281–287,,,16,,,,English,,WB 01056,,,,
2609,9T8IZSUE,journalArticle,1909,"Bergen, J. Y.",The light requirements of plants,Plant World,,,,,1909,201–205,,9,12,,,,English,,WB 01055,,,,
2610,JA53UQZR,journalArticle,1950,"Parker, M. W.; Borthwick, H. A.",Influence of light on plant growth,Annual Review of Plant Physiology,,,,,1950,43–58,,,1,,,,English,,WB 01216,,,,
2611,F44IZTN7,journalArticle,1949,"Parker, M. W.; Borthwick, H. A.",Growth and composition of Biloxi soybean grown in a controlled environment with radiation from different carbonarc sources,Plant Physiology,"0032-0889, 1532-2548",10.1104/pp.24.3.345,http://www.plantphysiol.org/cgi/doi/10.1104/pp.24.3.345,,1949,345-358,,3,24,,,,English,,WB 01215,Crossref,,,
2612,LQ3GGNUI,journalArticle,1920,"Palmer, A. H.",The agricultural significance of sunshine as illustrated in California,Monthly Weather Review,"0027-0644, 1520-0493",10.1175/1520-0493(1920)48<151:TASOSA>2.0.CO;2,http://journals.ametsoc.org/doi/abs/10.1175/1520-0493%281920%2948%3C151%3ATASOSA%3E2.0.CO%3B2,,1920,151-154,,3,48,,,,English,,WB 01214,Crossref,,,
2613,9UAD4EZA,journalArticle,1928,"Paddock, W.; Charles, F. G.",The effect of shade upon fruit-bud differentiation,Proceedings of the American Society for Horticultural Science,,,,,1928,195–199,,,25,,,,English,,WB 01213,,,,
2614,QP3MT39V,journalArticle,1917,"Overholser, E. L.",Color development and maturity of a few fruits as affected by light exclusion,Proceedings of the American Society for Horticultural Science,,,,,1917,73–85,,,14,,,,English,,WB 01212,,,,
2615,DVNC78GK,report,1928,"Nightingale, G. T.; Schermerhorn, L. G.",Nitrate assimilation by asparagus in the absence of light,,,,,,1928,24,,,,,,,English,New Jersey Agricultural Experiment Station Bulletin,WB 01210,,,,476
2616,WZNEHSAE,journalArticle,1922,"Nightingale, G. T.",Light in relation to the growth and chemical composition of some horticultural plants,Proceedings of the American Society for Horticultural Science,,,,,1922,18–29,,,19,,,,English,,WB 01209,,,,
2617,8XYWLWX2,journalArticle,1911,"Newcombe, F. C.",Light as a formative factor in the habit of growth of Asparagus plumosus,Science,,,,,1911,190–191,,840,33,New Series,,,English,,WB 01207,,,,
2618,MZKPLMYR,journalArticle,1926,"Niethammer, A.",Zur Frage des Lichttreibens [On the question of light sensitivity],Biochemische Zeitschift,,,,,1926,418–433,,,177,,,,German,,WB 01208,,,,
2619,GLGPD83S,journalArticle,1949,"Neiburger, M.","Reflection, absorption, and transmission of insolation by stratus cloud",Journal of Meteorology,"0095-9634, 0095-9634",10.1175/1520-0469(1949)006<0098:RAATOI>2.0.CO;2,http://journals.ametsoc.org/doi/abs/10.1175/1520-0469%281949%29006%3C0098%3ARAATOI%3E2.0.CO%3B2,,1949,98-104,,2,6,,,,English,,WB 01206,Crossref,,,
2620,VGAJ2HDW,journalArticle,1924,"Morada, E. K.","The effect of sunlight on the germination of papaya seeds, Carica papaya",Philippine Agricultural Review,,,,,1924,21–23,,1,17,,,,English,,WB 01205,,,,
2621,6JDJM9CU,journalArticle,1926,"Moore, B.",Influence of Certain Soil and Light Conditions on the Establishment of Production in Northeastern Conifers,Ecology,00129658,10.2307/1928946,http://doi.wiley.com/10.2307/1928946,,1926,191-220,,2,7,,,,English,,WB 01204,Crossref,,,
2622,PKGN5WUC,journalArticle,1918,"Moore, B.","The formation of nitrites from nitrates in aqeuous solution by the action of sunlight, and the assimilation of the nitrites by green leaves in sunlight",Proceedings of the Royal Society,,,,,1918,158–167,,,90,Series B,,,English,,WB 01203,,,,
2623,7V46ZMIH,journalArticle,1948,"Molga, M.",Fitoklimat [Phytoclimate],Gaz. Obserw. PIHM,,,,,1948,1–6,,8,1,,,,Polish,,WB 01200,,,,
2624,2WEYPQZ3,journalArticle,1902,"Miyaké, K.",On the Starch of Evergreen Leaves and Its Relation to Photosynthesis during the Winter,Botanical Gazette,,,https://www.jstor.org/stable/2464879,,1902,321–340,,5,33,,,,English,,WB 01199,,,,
2625,JULQ8JI2,journalArticle,1936,"Mitchell, H. L.","The effect of varied solar radiation upon the growth, development and nutrient content of white pine seedlings grown under nursery conditions",Black Rock Forest Papers,,,,,1936,16–22,,4,1,,,,English,,WB 01198,,,,
2626,VXDBCSEE,report,1950,"Miller, D. H.",Albedo of the snow surface with reference to its age,,,,,,1950,8,,,,,"U.S. Corps of Engineers, Project CW-171",,English,Technical Bulletin,WB 01197,,,,6
2627,8NRSYAW7,journalArticle,1921,"Meade, R. M.",Positions and movements of cotton leaves. How the leaves adjust their position to varying conditions of illumination and of soil moisture,Journal of Heredity,"1465-7333, 0022-1503",10.1093/oxfordjournals.jhered.a102044,https://academic.oup.com/jhered/article-lookup/doi/10.1093/oxfordjournals.jhered.a102044,,1921,444-448,,10,12,,,,English,,WB 01195,Crossref,,,
2628,EMT6QQQV,journalArticle,1935,"Martin, E. V.",Effect of solar radiation on transpiration of Helianthus annuus,Plant Physiology,"0032-0889, 1532-2548",10.1104/pp.10.2.341,http://www.plantphysiol.org/cgi/doi/10.1104/pp.10.2.341,,1935,341-354,,2,10,,,,English,,+ WB 01194,Crossref,,,
2629,ET5EUHAJ,journalArticle,1923,"MacMillan, H. G.",Effect of solar radiation on transpiration of Helianthus annus,Phytopathology,,,,,1923,367–380,,,13,,,,English,,WB 01193,,,,
2630,Q4AQ6KVT,journalArticle,1915,"MacDougal, D. T.",Light and the rate of growth in plants,Science,"0036-8075, 1095-9203",10.1126/science.41.1056.467,http://www.sciencemag.org/cgi/doi/10.1126/science.41.1056.467,,1915-03-26,467-469,,1056,41,New Series,,,English,,WB 01192,Crossref,,,
2631,J7XWXTHD,journalArticle,1903,"MacDougal, D. T.; Pond, R. H.",The influence of light and darkness upon growth and development: Summary,Monthly Weather Review,"0027-0644, 1520-0493",10.1175/1520-0493(1903)31[180:TIOLAD]2.0.CO;2,http://journals.ametsoc.org/doi/abs/10.1175/1520-0493%281903%2931%5B180%3ATIOLAD%5D2.0.CO%3B2,,1903,180-184,,4,31,,,,English,,WB 01191,Crossref,,,
2632,TEW9UFRE,magazineArticle,1950,"Parker, M. W.; Stuart, N. W.; Borthwick, H. A.",Tulips under light. Experiments in forcing tulops under artificial light,Florists' Review,,,,,1950,31–32,,2766,107,,,,English,,WB 01218,,,,
2633,8XG8SLIZ,journalArticle,1926,"Pfeiffer, M.",Microchemical and morphological studies of effect of light on plants,Botanical Gazette,,,,,1926,173–194,,2,81,,,,English,,WB 01225,,,,
2634,JJT3JSET,journalArticle,1930,"Pettit, E.; Nicholson, S. B.",Lunar radiation and temperatures,The Astrophysical Journal,"0004-637X, 1538-4357",10.1086/143236,http://adsabs.harvard.edu/doi/10.1086/143236,,1930,102–135,,,71,,,,English,,WB 01224,Crossref,,,
2635,5SQXYTKS,journalArticle,1906,"Peirce, G. J.",Studies of Irritability in Plants,Annals of Botany,"1095-8290, 0305-7364",10.1093/oxfordjournals.aob.a089113,https://academic.oup.com/aob/article/173675/Studies,,1906,449-465,,4,20,,,,English,,WB 01221,Crossref,,,
2636,RRSNLFW6,journalArticle,1930,"Pearson, G. A.",Light and Moisture in Forestry,Ecology,00129658,10.2307/1930787,http://doi.wiley.com/10.2307/1930787,,1930,145-160,,1,11,,,,English,,WB 01219,Crossref,,,
2637,LCBHA8DQ,journalArticle,1924,"Pinkhof, M.",Methodic precautions in further analysis of light-growth-response,Proceedings of the Section of Sciences of the Koninklijke Akademie van Wetenschappen,,,,,1924,665–670,,9–10,27,,,,,,WB 01226,,,,
2638,8ET74R66,journalArticle,1937,"Popp, H. W.; McIlvaine, H. R. C.",Growth substances in relation to the mechanism of the action of radiation on plants,Journal of Agricultural Research,,,,,1937,931–936,,,55,,,,English,,WB 01228,,,,
2639,GTWKTTPR,journalArticle,1939,"Ramdas, L. A.; Sreenivasiah, B. N.; Raman, P. K.",Variation in the nocturnal radiation from the sky with zenith distance and with time duringthe [Vol. 9],Proceedings of the Indian Academy of Sciences - Section A,,,,,1939,386–389,,5,9,,,,English,,WB 01237,,,,
2640,JSDSFRQP,journalArticle,1936,"Raman, P. K.",Studies in atmospheric radiation. A discussion of some observations of nocturnal radiation made at Poona and Sinhagad,Proceedings of the Indian Academy of Sciences - Section A,,,,,1936,243–253,,2,4,,,,English,,WB 01234,,,,
2641,LHE3XJ7K,journalArticle,1937,"Ramdas, L. A.; Sreenivasiah, B. N.; Raman, P. K.",Variation in the nocturnal radiation from the sky with zenith distance and with time duringthe night [Vol. 5],Proceedings of the Indian Academy of Sciences - Section A,,,,,1937,45–55,,1,5,,,,English,,WB 01236,,,,
2642,D8NFBA76,bookSection,1945,"Rabinowitch, E. I.",The photochemistry of pigments in vitro,Photosynthesis and related processes,,,,,1945,483–560,,,1,,"Interscience Publishers, Inc.",New York,English,,WB 01232,,,,
2643,ZG9DMDKQ,report,1916,"Rabak, F.",The effect of cultural and climatic conditions on the yield and quality of peppermint oil,,,,,,1916,16,,,,,,,English,Bulletin of the U.S. Department of Agriculture,WB 01231,,,,454
2644,3L6C7JGE,journalArticle,1926,"Priestley, J. H.",Light and growth. IV. An examination of the phototropic mechanism concerned in the curvature of coleoptiles of the Gramineae,New Phytologist,"0028-646X, 1469-8137",10.1111/j.1469-8137.1926.tb06693.x,http://doi.wiley.com/10.1111/j.1469-8137.1926.tb06693.x,,1926-04,227-247,,4,25,,,,English,,WB 01230,Crossref,,,
2645,MPWDVKA8,journalArticle,1926,"Priestley, J. H.",Light and growth. II. On the anatomy of etiolated lants,New Phytologist,"0028-646X, 1469-8137",10.1111/j.1469-8137.1926.tb06688.x,http://doi.wiley.com/10.1111/j.1469-8137.1926.tb06688.x,,1926-07,145-170,,3,25,,,,English,,WB 01230,Crossref,,,
2646,CYM4LRQQ,journalArticle,1926,"Priestley, J. H.",Light and growth. III. An interpretation of phototropic growth curvatures,New Phytologist,"0028-646X, 1469-8137",10.1111/j.1469-8137.1926.tb06692.x,http://doi.wiley.com/10.1111/j.1469-8137.1926.tb06692.x,,1926-04,213-226,,4,25,,,,English,,WB 01230,Crossref,,,
2647,CR2AIXW6,journalArticle,1925,"Priestley, J. H.",Light and growth. I. The effect of brief light exposure upon etiolated plants,New Phytologist,"0028-646X, 1469-8137",10.1111/j.1469-8137.1925.tb06670.x,http://doi.wiley.com/10.1111/j.1469-8137.1925.tb06670.x,,1925,271-283,,5,24,,,,English,,WB 01230,Crossref,,,
2648,X8BJ9SWY,journalArticle,1947,"Poulter, R. M.",The energy of sunshine and daylight. Estimates and measurements,Weather,00431656,10.1002/j.1477-8696.1947.tb00691.x,http://doi.wiley.com/10.1002/j.1477-8696.1947.tb00691.x,,1947,347-350,,11,2,,,,English,,WB 01229,Crossref,,,
2649,73VSTCHR,bookSection,1927,"Reed, C. A.",Pecan trees require abundant sunshine and space,Yearbook of the U.S. Department of Agriculture 1926,,,,,1927,571–574,,,,,Government Printing Office,"Washington, D. C.",English,,WB 01238,,,,
2650,WFZETEHF,journalArticle,1929,"Reid, M. E.",Relation of Composition of Seed and the Effects of Light to Growth of Seedlings,American Journal of Botany,00029122,10.2307/2435897,http://doi.wiley.com/10.1002/j.1537-2197.1929.tb09516.x,,1929,747–769,,9,16,,,,English,,WB 01240,Crossref,,,
2651,8A7WNS4R,journalArticle,1930,"Reid, M. E.",Growth and Nitrogen Metabolism of Squash Seedlings I. Variations at Different Seasons of the Year,American Journal of Botany,00029122,10.2307/2435843,http://doi.wiley.com/10.1002/j.1537-2197.1930.tb09549.x,,1930,272–289,,4,17,,,,English,,WB 01241,Crossref,,,
